Time	Node	Type	Packets	
219	0	CacheMisses	0
219	1	CacheHits	0
219	1	CacheMisses	0
219	2	CacheHits	0
219	2	CacheMisses	1
219	3	CacheHits	0
219	3	CacheMisses	0
219	4	CacheHits	0
219	4	CacheMisses	0
219	5	CacheHits	0
219	5	CacheMisses	1
219	6	CacheHits	0
219	6	CacheMisses	1
219	7	CacheHits	0
219	7	CacheMisses	1
219	8	CacheHits	0
219	8	CacheMisses	1
220	0	CacheHits	0
220	0	CacheMisses	0
220	1	CacheHits	0
220	1	CacheMisses	0
220	2	CacheHits	0
220	2	CacheMisses	1
220	3	CacheHits	0
220	3	CacheMisses	0
220	4	CacheHits	0
220	4	CacheMisses	0
220	5	CacheHits	0
220	5	CacheMisses	1
220	6	CacheHits	0
220	6	CacheMisses	1
220	7	CacheHits	0
220	7	CacheMisses	1
220	8	CacheHits	0
220	8	CacheMisses	1
221	0	CacheHits	0
221	0	CacheMisses	0
221	1	CacheHits	0
221	1	CacheMisses	0
221	2	CacheHits	0
221	2	CacheMisses	1
221	3	CacheHits	0
221	3	CacheMisses	0
221	4	CacheHits	0
221	4	CacheMisses	0
221	5	CacheHits	0
221	5	CacheMisses	1
221	6	CacheHits	0
221	6	CacheMisses	1
221	7	CacheHits	0
221	7	CacheMisses	1
221	8	CacheHits	0
221	8	CacheMisses	1
222	0	CacheHits	0
222	0	CacheMisses	0
222	1	CacheHits	0
222	1	CacheMisses	0
222	2	CacheHits	0
222	2	CacheMisses	1
222	3	CacheHits	0
222	3	CacheMisses	0
222	4	CacheHits	0
222	4	CacheMisses	0
222	5	CacheHits	0
222	5	CacheMisses	1
222	6	CacheHits	0
222	6	CacheMisses	1
222	7	CacheHits	0
222	7	CacheMisses	1
222	8	CacheHits	0
222	8	CacheMisses	1
223	0	CacheHits	0
223	0	CacheMisses	0
223	1	CacheHits	0
223	1	CacheMisses	0
223	2	CacheHits	0
223	2	CacheMisses	1
223	3	CacheHits	0
223	3	CacheMisses	0
223	4	CacheHits	0
223	4	CacheMisses	0
223	5	CacheHits	0
223	5	CacheMisses	1
223	6	CacheHits	0
223	6	CacheMisses	1
223	7	CacheHits	0
223	7	CacheMisses	1
223	8	CacheHits	0
223	8	CacheMisses	1
224	0	CacheHits	0
224	0	CacheMisses	0
224	1	CacheHits	0
224	1	CacheMisses	0
224	2	CacheHits	0
224	2	CacheMisses	1
224	3	CacheHits	0
224	3	CacheMisses	0
224	4	CacheHits	0
224	4	CacheMisses	0
224	5	CacheHits	0
224	5	CacheMisses	1
224	6	CacheHits	0
224	6	CacheMisses	1
224	7	CacheHits	0
224	7	CacheMisses	1
224	8	CacheHits	0
224	8	CacheMisses	1
225	0	CacheHits	0
225	0	CacheMisses	0
225	1	CacheHits	0
225	1	CacheMisses	0
225	2	CacheHits	0
225	2	CacheMisses	1
225	3	CacheHits	0
225	3	CacheMisses	0
225	4	CacheHits	0
225	4	CacheMisses	0
225	5	CacheHits	0
225	5	CacheMisses	1
225	6	CacheHits	0
225	6	CacheMisses	1
225	7	CacheHits	0
225	7	CacheMisses	1
225	8	CacheHits	0
225	8	CacheMisses	1
226	0	CacheHits	0
226	0	CacheMisses	0
226	1	CacheHits	0
226	1	CacheMisses	0
226	2	CacheHits	0
226	2	CacheMisses	1
226	3	CacheHits	0
226	3	CacheMisses	0
226	4	CacheHits	0
226	4	CacheMisses	0
226	5	CacheHits	0
226	5	CacheMisses	1
226	6	CacheHits	0
226	6	CacheMisses	1
226	7	CacheHits	0
226	7	CacheMisses	1
226	8	CacheHits	0
226	8	CacheMisses	1
227	0	CacheHits	0
227	0	CacheMisses	0
227	1	CacheHits	0
227	1	CacheMisses	0
227	2	CacheHits	0
227	2	CacheMisses	1
227	3	CacheHits	0
227	3	CacheMisses	0
227	4	CacheHits	0
227	4	CacheMisses	0
227	5	CacheHits	0
227	5	CacheMisses	1
227	6	CacheHits	0
227	6	CacheMisses	1
227	7	CacheHits	0
227	7	CacheMisses	1
227	8	CacheHits	0
227	8	CacheMisses	1
228	0	CacheHits	0
228	0	CacheMisses	0
228	1	CacheHits	0
228	1	CacheMisses	0
228	2	CacheHits	0
228	2	CacheMisses	1
228	3	CacheHits	0
228	3	CacheMisses	0
228	4	CacheHits	0
228	4	CacheMisses	0
228	5	CacheHits	0
228	5	CacheMisses	1
228	6	CacheHits	0
228	6	CacheMisses	1
228	7	CacheHits	0
228	7	CacheMisses	1
228	8	CacheHits	0
228	8	CacheMisses	1
229	0	CacheHits	0
229	0	CacheMisses	0
229	1	CacheHits	0
229	1	CacheMisses	0
229	2	CacheHits	0
229	2	CacheMisses	1
229	3	CacheHits	0
229	3	CacheMisses	0
229	4	CacheHits	0
229	4	CacheMisses	0
229	5	CacheHits	0
229	5	CacheMisses	1
229	6	CacheHits	0
229	6	CacheMisses	1
229	7	CacheHits	0
229	7	CacheMisses	1
229	8	CacheHits	0
229	8	CacheMisses	1
230	0	CacheHits	0
230	0	CacheMisses	0
230	1	CacheHits	0
230	1	CacheMisses	0
230	2	CacheHits	0
230	2	CacheMisses	1
230	3	CacheHits	0
230	3	CacheMisses	0
230	4	CacheHits	0
230	4	CacheMisses	0
230	5	CacheHits	0
230	5	CacheMisses	1
230	6	CacheHits	0
230	6	CacheMisses	1
230	7	CacheHits	0
230	7	CacheMisses	1
230	8	CacheHits	0
230	8	CacheMisses	1
231	0	CacheHits	0
231	0	CacheMisses	0
231	1	CacheHits	0
231	1	CacheMisses	0
231	2	CacheHits	0
231	2	CacheMisses	1
231	3	CacheHits	0
231	3	CacheMisses	0
231	4	CacheHits	0
231	4	CacheMisses	0
231	5	CacheHits	0
231	5	CacheMisses	1
231	6	CacheHits	0
231	6	CacheMisses	1
231	7	CacheHits	0
231	7	CacheMisses	1
231	8	CacheHits	0
231	8	CacheMisses	1
232	0	CacheHits	0
232	0	CacheMisses	0
232	1	CacheHits	0
232	1	CacheMisses	0
232	2	CacheHits	0
232	2	CacheMisses	1
232	3	CacheHits	0
232	3	CacheMisses	0
232	4	CacheHits	0
232	4	CacheMisses	0
232	5	CacheHits	0
232	5	CacheMisses	1
232	6	CacheHits	0
232	6	CacheMisses	1
232	7	CacheHits	0
232	7	CacheMisses	1
232	8	CacheHits	0
232	8	CacheMisses	1
233	0	CacheHits	0
233	0	CacheMisses	0
233	1	CacheHits	0
233	1	CacheMisses	0
233	2	CacheHits	0
233	2	CacheMisses	1
233	3	CacheHits	0
233	3	CacheMisses	0
233	4	CacheHits	0
233	4	CacheMisses	0
233	5	CacheHits	0
233	5	CacheMisses	1
233	6	CacheHits	0
233	6	CacheMisses	1
233	7	CacheHits	0
233	7	CacheMisses	1
233	8	CacheHits	0
233	8	CacheMisses	1
234	0	CacheHits	0
234	0	CacheMisses	0
234	1	CacheHits	0
234	1	CacheMisses	0
234	2	CacheHits	0
234	2	CacheMisses	1
234	3	CacheHits	0
234	3	CacheMisses	0
234	4	CacheHits	0
234	4	CacheMisses	0
234	5	CacheHits	0
234	5	CacheMisses	1
234	6	CacheHits	0
234	6	CacheMisses	1
234	7	CacheHits	0
234	7	CacheMisses	1
234	8	CacheHits	0
234	8	CacheMisses	1
235	0	CacheHits	0
235	0	CacheMisses	0
235	1	CacheHits	0
235	1	CacheMisses	0
235	2	CacheHits	0
235	2	CacheMisses	1
235	3	CacheHits	0
235	3	CacheMisses	0
235	4	CacheHits	0
235	4	CacheMisses	0
235	5	CacheHits	0
235	5	CacheMisses	1
235	6	CacheHits	0
235	6	CacheMisses	1
235	7	CacheHits	0
235	7	CacheMisses	1
235	8	CacheHits	0
235	8	CacheMisses	1
236	0	CacheHits	0
236	0	CacheMisses	0
236	1	CacheHits	0
236	1	CacheMisses	0
236	2	CacheHits	0
236	2	CacheMisses	1
236	3	CacheHits	0
236	3	CacheMisses	0
236	4	CacheHits	0
236	4	CacheMisses	0
236	5	CacheHits	0
236	5	CacheMisses	1
236	6	CacheHits	0
236	6	CacheMisses	1
236	7	CacheHits	0
236	7	CacheMisses	1
236	8	CacheHits	0
236	8	CacheMisses	1
237	0	CacheHits	0
237	0	CacheMisses	0
237	1	CacheHits	0
237	1	CacheMisses	0
237	2	CacheHits	0
237	2	CacheMisses	1
237	3	CacheHits	0
237	3	CacheMisses	0
237	4	CacheHits	0
237	4	CacheMisses	0
237	5	CacheHits	0
237	5	CacheMisses	1
237	6	CacheHits	0
237	6	CacheMisses	1
237	7	CacheHits	0
237	7	CacheMisses	1
237	8	CacheHits	0
237	8	CacheMisses	1
238	0	CacheHits	0
238	0	CacheMisses	0
238	1	CacheHits	0
238	1	CacheMisses	0
238	2	CacheHits	0
238	2	CacheMisses	1
238	3	CacheHits	0
238	3	CacheMisses	0
238	4	CacheHits	0
238	4	CacheMisses	0
238	5	CacheHits	0
238	5	CacheMisses	1
238	6	CacheHits	0
238	6	CacheMisses	1
238	7	CacheHits	0
238	7	CacheMisses	1
238	8	CacheHits	0
238	8	CacheMisses	1
239	0	CacheHits	0
239	0	CacheMisses	0
239	1	CacheHits	0
239	1	CacheMisses	0
239	2	CacheHits	0
239	2	CacheMisses	1
239	3	CacheHits	0
239	3	CacheMisses	0
239	4	CacheHits	0
239	4	CacheMisses	0
239	5	CacheHits	0
239	5	CacheMisses	1
239	6	CacheHits	0
239	6	CacheMisses	1
239	7	CacheHits	0
239	7	CacheMisses	1
239	8	CacheHits	0
239	8	CacheMisses	1
240	0	CacheHits	0
240	0	CacheMisses	0
240	1	CacheHits	0
240	1	CacheMisses	0
240	2	CacheHits	0
240	2	CacheMisses	1
240	3	CacheHits	0
240	3	CacheMisses	0
240	4	CacheHits	0
240	4	CacheMisses	0
240	5	CacheHits	0
240	5	CacheMisses	1
240	6	CacheHits	0
240	6	CacheMisses	1
240	7	CacheHits	0
240	7	CacheMisses	1
240	8	CacheHits	0
240	8	CacheMisses	1
241	0	CacheHits	0
241	0	CacheMisses	0
241	1	CacheHits	0
241	1	CacheMisses	0
241	2	CacheHits	0
241	2	CacheMisses	1
241	3	CacheHits	0
241	3	CacheMisses	0
241	4	CacheHits	0
241	4	CacheMisses	0
241	5	CacheHits	0
241	5	CacheMisses	1
241	6	CacheHits	0
241	6	CacheMisses	1
241	7	CacheHits	0
241	7	CacheMisses	1
241	8	CacheHits	0
241	8	CacheMisses	1
242	0	CacheHits	0
242	0	CacheMisses	0
242	1	CacheHits	0
242	1	CacheMisses	0
242	2	CacheHits	0
242	2	CacheMisses	1
242	3	CacheHits	0
242	3	CacheMisses	0
242	4	CacheHits	0
242	4	CacheMisses	0
242	5	CacheHits	0
242	5	CacheMisses	1
242	6	CacheHits	0
242	6	CacheMisses	1
242	7	CacheHits	0
242	7	CacheMisses	1
242	8	CacheHits	0
242	8	CacheMisses	1
243	0	CacheHits	0
243	0	CacheMisses	0
243	1	CacheHits	0
243	1	CacheMisses	0
243	2	CacheHits	0
243	2	CacheMisses	1
243	3	CacheHits	0
243	3	CacheMisses	0
243	4	CacheHits	0
243	4	CacheMisses	0
243	5	CacheHits	0
243	5	CacheMisses	1
243	6	CacheHits	0
243	6	CacheMisses	1
243	7	CacheHits	0
243	7	CacheMisses	1
243	8	CacheHits	0
243	8	CacheMisses	1
244	0	CacheHits	0
244	0	CacheMisses	0
244	1	CacheHits	0
244	1	CacheMisses	0
244	2	CacheHits	0
244	2	CacheMisses	1
244	3	CacheHits	0
244	3	CacheMisses	0
244	4	CacheHits	0
244	4	CacheMisses	0
244	5	CacheHits	0
244	5	CacheMisses	1
244	6	CacheHits	0
244	6	CacheMisses	1
244	7	CacheHits	0
244	7	CacheMisses	1
244	8	CacheHits	0
244	8	CacheMisses	1
245	0	CacheHits	0
245	0	CacheMisses	0
245	1	CacheHits	0
245	1	CacheMisses	0
245	2	CacheHits	0
245	2	CacheMisses	1
245	3	CacheHits	0
245	3	CacheMisses	0
245	4	CacheHits	0
245	4	CacheMisses	0
245	5	CacheHits	0
245	5	CacheMisses	1
245	6	CacheHits	0
245	6	CacheMisses	1
245	7	CacheHits	0
245	7	CacheMisses	1
245	8	CacheHits	0
245	8	CacheMisses	1
246	0	CacheHits	0
246	0	CacheMisses	0
246	1	CacheHits	0
246	1	CacheMisses	0
246	2	CacheHits	0
246	2	CacheMisses	1
246	3	CacheHits	0
246	3	CacheMisses	0
246	4	CacheHits	0
246	4	CacheMisses	0
246	5	CacheHits	0
246	5	CacheMisses	1
246	6	CacheHits	0
246	6	CacheMisses	1
246	7	CacheHits	0
246	7	CacheMisses	1
246	8	CacheHits	0
246	8	CacheMisses	1
247	0	CacheHits	0
247	0	CacheMisses	0
247	1	CacheHits	0
247	1	CacheMisses	0
247	2	CacheHits	0
247	2	CacheMisses	1
247	3	CacheHits	0
247	3	CacheMisses	0
247	4	CacheHits	0
247	4	CacheMisses	0
247	5	CacheHits	0
247	5	CacheMisses	1
247	6	CacheHits	0
247	6	CacheMisses	1
247	7	CacheHits	0
247	7	CacheMisses	1
247	8	CacheHits	0
247	8	CacheMisses	1
248	0	CacheHits	0
248	0	CacheMisses	0
248	1	CacheHits	0
248	1	CacheMisses	0
248	2	CacheHits	0
248	2	CacheMisses	1
248	3	CacheHits	0
248	3	CacheMisses	0
248	4	CacheHits	0
248	4	CacheMisses	0
248	5	CacheHits	0
248	5	CacheMisses	1
248	6	CacheHits	0
248	6	CacheMisses	1
248	7	CacheHits	0
248	7	CacheMisses	1
248	8	CacheHits	0
248	8	CacheMisses	1
249	0	CacheHits	0
249	0	CacheMisses	0
249	1	CacheHits	0
249	1	CacheMisses	0
249	2	CacheHits	0
249	2	CacheMisses	1
249	3	CacheHits	0
249	3	CacheMisses	0
249	4	CacheHits	0
249	4	CacheMisses	0
249	5	CacheHits	0
249	5	CacheMisses	1
249	6	CacheHits	0
249	6	CacheMisses	1
249	7	CacheHits	0
249	7	CacheMisses	1
249	8	CacheHits	0
249	8	CacheMisses	1
250	0	CacheHits	0
250	0	CacheMisses	0
250	1	CacheHits	0
250	1	CacheMisses	0
250	2	CacheHits	0
250	2	CacheMisses	1
250	3	CacheHits	0
250	3	CacheMisses	0
250	4	CacheHits	0
250	4	CacheMisses	0
250	5	CacheHits	0
250	5	CacheMisses	1
250	6	CacheHits	0
250	6	CacheMisses	1
250	7	CacheHits	0
250	7	CacheMisses	1
250	8	CacheHits	0
250	8	CacheMisses	1
251	0	CacheHits	0
251	0	CacheMisses	0
251	1	CacheHits	0
251	1	CacheMisses	0
251	2	CacheHits	0
251	2	CacheMisses	1
251	3	CacheHits	0
251	3	CacheMisses	0
251	4	CacheHits	0
251	4	CacheMisses	0
251	5	CacheHits	0
251	5	CacheMisses	1
251	6	CacheHits	0
251	6	CacheMisses	1
251	7	CacheHits	0
251	7	CacheMisses	1
251	8	CacheHits	0
251	8	CacheMisses	1
252	0	CacheHits	0
252	0	CacheMisses	0
252	1	CacheHits	0
252	1	CacheMisses	0
252	2	CacheHits	0
252	2	CacheMisses	1
252	3	CacheHits	0
252	3	CacheMisses	0
252	4	CacheHits	0
252	4	CacheMisses	0
252	5	CacheHits	0
252	5	CacheMisses	1
252	6	CacheHits	0
252	6	CacheMisses	1
252	7	CacheHits	0
252	7	CacheMisses	1
252	8	CacheHits	0
252	8	CacheMisses	1
253	0	CacheHits	0
253	0	CacheMisses	0
253	1	CacheHits	0
253	1	CacheMisses	0
253	2	CacheHits	0
253	2	CacheMisses	1
253	3	CacheHits	0
253	3	CacheMisses	0
253	4	CacheHits	0
253	4	CacheMisses	0
253	5	CacheHits	0
253	5	CacheMisses	1
253	6	CacheHits	0
253	6	CacheMisses	1
253	7	CacheHits	0
253	7	CacheMisses	1
253	8	CacheHits	0
253	8	CacheMisses	1
254	0	CacheHits	0
254	0	CacheMisses	0
254	1	CacheHits	0
254	1	CacheMisses	0
254	2	CacheHits	0
254	2	CacheMisses	1
254	3	CacheHits	0
254	3	CacheMisses	0
254	4	CacheHits	0
254	4	CacheMisses	0
254	5	CacheHits	0
254	5	CacheMisses	1
254	6	CacheHits	0
254	6	CacheMisses	1
254	7	CacheHits	0
254	7	CacheMisses	1
254	8	CacheHits	0
254	8	CacheMisses	1
255	0	CacheHits	0
255	0	CacheMisses	0
255	1	CacheHits	0
255	1	CacheMisses	0
255	2	CacheHits	0
255	2	CacheMisses	1
255	3	CacheHits	0
255	3	CacheMisses	0
255	4	CacheHits	0
255	4	CacheMisses	0
255	5	CacheHits	0
255	5	CacheMisses	1
255	6	CacheHits	0
255	6	CacheMisses	1
255	7	CacheHits	0
255	7	CacheMisses	1
255	8	CacheHits	0
255	8	CacheMisses	1
256	0	CacheHits	0
256	0	CacheMisses	0
256	1	CacheHits	0
256	1	CacheMisses	0
256	2	CacheHits	0
256	2	CacheMisses	1
256	3	CacheHits	0
256	3	CacheMisses	0
256	4	CacheHits	0
256	4	CacheMisses	0
256	5	CacheHits	0
256	5	CacheMisses	1
256	6	CacheHits	0
256	6	CacheMisses	1
256	7	CacheHits	0
256	7	CacheMisses	1
256	8	CacheHits	0
256	8	CacheMisses	1
257	0	CacheHits	0
257	0	CacheMisses	0
257	1	CacheHits	0
257	1	CacheMisses	0
257	2	CacheHits	0
257	2	CacheMisses	1
257	3	CacheHits	0
257	3	CacheMisses	0
257	4	CacheHits	0
257	4	CacheMisses	0
257	5	CacheHits	0
257	5	CacheMisses	1
257	6	CacheHits	0
257	6	CacheMisses	1
257	7	CacheHits	0
257	7	CacheMisses	1
257	8	CacheHits	0
257	8	CacheMisses	1
258	0	CacheHits	0
258	0	CacheMisses	0
258	1	CacheHits	0
258	1	CacheMisses	0
258	2	CacheHits	0
258	2	CacheMisses	1
258	3	CacheHits	0
258	3	CacheMisses	0
258	4	CacheHits	0
258	4	CacheMisses	0
258	5	CacheHits	0
258	5	CacheMisses	1
258	6	CacheHits	0
258	6	CacheMisses	1
258	7	CacheHits	0
258	7	CacheMisses	1
258	8	CacheHits	0
258	8	CacheMisses	1
259	0	CacheHits	0
259	0	CacheMisses	0
259	1	CacheHits	0
259	1	CacheMisses	0
259	2	CacheHits	0
259	2	CacheMisses	1
259	3	CacheHits	0
259	3	CacheMisses	0
259	4	CacheHits	0
259	4	CacheMisses	0
259	5	CacheHits	0
259	5	CacheMisses	1
259	6	CacheHits	0
259	6	CacheMisses	1
259	7	CacheHits	0
259	7	CacheMisses	1
259	8	CacheHits	0
259	8	CacheMisses	1
260	0	CacheHits	0
260	0	CacheMisses	0
260	1	CacheHits	0
260	1	CacheMisses	0
260	2	CacheHits	0
260	2	CacheMisses	1
260	3	CacheHits	0
260	3	CacheMisses	0
260	4	CacheHits	0
260	4	CacheMisses	0
260	5	CacheHits	0
260	5	CacheMisses	1
260	6	CacheHits	0
260	6	CacheMisses	1
260	7	CacheHits	0
260	7	CacheMisses	1
260	8	CacheHits	0
260	8	CacheMisses	1
261	0	CacheHits	0
261	0	CacheMisses	0
261	1	CacheHits	0
261	1	CacheMisses	0
261	2	CacheHits	0
261	2	CacheMisses	1
261	3	CacheHits	0
261	3	CacheMisses	0
261	4	CacheHits	0
261	4	CacheMisses	0
261	5	CacheHits	0
261	5	CacheMisses	1
261	6	CacheHits	0
261	6	CacheMisses	1
261	7	CacheHits	0
261	7	CacheMisses	1
261	8	CacheHits	0
261	8	CacheMisses	1
262	0	CacheHits	0
262	0	CacheMisses	0
262	1	CacheHits	0
262	1	CacheMisses	0
262	2	CacheHits	0
262	2	CacheMisses	1
262	3	CacheHits	0
262	3	CacheMisses	0
262	4	CacheHits	0
262	4	CacheMisses	0
262	5	CacheHits	0
262	5	CacheMisses	1
262	6	CacheHits	0
262	6	CacheMisses	1
262	7	CacheHits	0
262	7	CacheMisses	1
262	8	CacheHits	0
262	8	CacheMisses	1
263	0	CacheHits	0
263	0	CacheMisses	0
263	1	CacheHits	0
263	1	CacheMisses	0
263	2	CacheHits	0
263	2	CacheMisses	1
263	3	CacheHits	0
263	3	CacheMisses	0
263	4	CacheHits	0
263	4	CacheMisses	0
263	5	CacheHits	0
263	5	CacheMisses	1
263	6	CacheHits	0
263	6	CacheMisses	1
263	7	CacheHits	0
263	7	CacheMisses	1
263	8	CacheHits	0
263	8	CacheMisses	1
264	0	CacheHits	0
264	0	CacheMisses	0
264	1	CacheHits	0
264	1	CacheMisses	0
264	2	CacheHits	0
264	2	CacheMisses	1
264	3	CacheHits	0
264	3	CacheMisses	0
264	4	CacheHits	0
264	4	CacheMisses	0
264	5	CacheHits	0
264	5	CacheMisses	1
264	6	CacheHits	0
264	6	CacheMisses	1
264	7	CacheHits	0
264	7	CacheMisses	1
264	8	CacheHits	0
264	8	CacheMisses	1
265	0	CacheHits	0
265	0	CacheMisses	0
265	1	CacheHits	0
265	1	CacheMisses	0
265	2	CacheHits	0
265	2	CacheMisses	1
265	3	CacheHits	0
265	3	CacheMisses	0
265	4	CacheHits	0
265	4	CacheMisses	0
265	5	CacheHits	0
265	5	CacheMisses	1
265	6	CacheHits	0
265	6	CacheMisses	1
265	7	CacheHits	0
265	7	CacheMisses	1
265	8	CacheHits	0
265	8	CacheMisses	1
266	0	CacheHits	0
266	0	CacheMisses	0
266	1	CacheHits	0
266	1	CacheMisses	0
266	2	CacheHits	0
266	2	CacheMisses	1
266	3	CacheHits	0
266	3	CacheMisses	0
266	4	CacheHits	0
266	4	CacheMisses	0
266	5	CacheHits	0
266	5	CacheMisses	1
266	6	CacheHits	0
266	6	CacheMisses	1
266	7	CacheHits	0
266	7	CacheMisses	1
266	8	CacheHits	0
266	8	CacheMisses	1
267	0	CacheHits	0
267	0	CacheMisses	0
267	1	CacheHits	0
267	1	CacheMisses	0
267	2	CacheHits	0
267	2	CacheMisses	1
267	3	CacheHits	0
267	3	CacheMisses	0
267	4	CacheHits	0
267	4	CacheMisses	0
267	5	CacheHits	0
267	5	CacheMisses	1
267	6	CacheHits	0
267	6	CacheMisses	1
267	7	CacheHits	0
267	7	CacheMisses	1
267	8	CacheHits	0
267	8	CacheMisses	1
268	0	CacheHits	0
268	0	CacheMisses	0
268	1	CacheHits	0
268	1	CacheMisses	0
268	2	CacheHits	0
268	2	CacheMisses	1
268	3	CacheHits	0
268	3	CacheMisses	0
268	4	CacheHits	0
268	4	CacheMisses	0
268	5	CacheHits	0
268	5	CacheMisses	1
268	6	CacheHits	0
268	6	CacheMisses	1
268	7	CacheHits	0
268	7	CacheMisses	1
268	8	CacheHits	0
268	8	CacheMisses	1
269	0	CacheHits	0
269	0	CacheMisses	0
269	1	CacheHits	0
269	1	CacheMisses	0
269	2	CacheHits	0
269	2	CacheMisses	1
269	3	CacheHits	0
269	3	CacheMisses	0
269	4	CacheHits	0
269	4	CacheMisses	0
269	5	CacheHits	0
269	5	CacheMisses	1
269	6	CacheHits	0
269	6	CacheMisses	1
269	7	CacheHits	0
269	7	CacheMisses	1
269	8	CacheHits	0
269	8	CacheMisses	1
270	0	CacheHits	0
270	0	CacheMisses	0
270	1	CacheHits	0
270	1	CacheMisses	0
270	2	CacheHits	0
270	2	CacheMisses	1
270	3	CacheHits	0
270	3	CacheMisses	0
270	4	CacheHits	0
270	4	CacheMisses	0
270	5	CacheHits	0
270	5	CacheMisses	1
270	6	CacheHits	0
270	6	CacheMisses	1
270	7	CacheHits	0
270	7	CacheMisses	1
270	8	CacheHits	0
270	8	CacheMisses	1
271	0	CacheHits	0
271	0	CacheMisses	0
271	1	CacheHits	0
271	1	CacheMisses	0
271	2	CacheHits	0
271	2	CacheMisses	1
271	3	CacheHits	0
271	3	CacheMisses	0
271	4	CacheHits	0
271	4	CacheMisses	0
271	5	CacheHits	0
271	5	CacheMisses	1
271	6	CacheHits	0
271	6	CacheMisses	1
271	7	CacheHits	0
271	7	CacheMisses	1
271	8	CacheHits	0
271	8	CacheMisses	1
272	0	CacheHits	0
272	0	CacheMisses	0
272	1	CacheHits	0
272	1	CacheMisses	0
272	2	CacheHits	0
272	2	CacheMisses	1
272	3	CacheHits	0
272	3	CacheMisses	0
272	4	CacheHits	0
272	4	CacheMisses	0
272	5	CacheHits	0
272	5	CacheMisses	1
272	6	CacheHits	0
272	6	CacheMisses	1
272	7	CacheHits	0
272	7	CacheMisses	1
272	8	CacheHits	0
272	8	CacheMisses	1
273	0	CacheHits	0
273	0	CacheMisses	0
273	1	CacheHits	0
273	1	CacheMisses	0
273	2	CacheHits	0
273	2	CacheMisses	1
273	3	CacheHits	0
273	3	CacheMisses	0
273	4	CacheHits	0
273	4	CacheMisses	0
273	5	CacheHits	0
273	5	CacheMisses	1
273	6	CacheHits	0
273	6	CacheMisses	1
273	7	CacheHits	0
273	7	CacheMisses	1
273	8	CacheHits	0
273	8	CacheMisses	1
274	0	CacheHits	0
274	0	CacheMisses	0
274	1	CacheHits	0
274	1	CacheMisses	0
274	2	CacheHits	0
274	2	CacheMisses	1
274	3	CacheHits	0
274	3	CacheMisses	0
274	4	CacheHits	0
274	4	CacheMisses	0
274	5	CacheHits	0
274	5	CacheMisses	1
274	6	CacheHits	0
274	6	CacheMisses	1
274	7	CacheHits	0
274	7	CacheMisses	1
274	8	CacheHits	0
274	8	CacheMisses	1
275	0	CacheHits	0
275	0	CacheMisses	0
275	1	CacheHits	0
275	1	CacheMisses	0
275	2	CacheHits	0
275	2	CacheMisses	1
275	3	CacheHits	0
275	3	CacheMisses	0
275	4	CacheHits	0
275	4	CacheMisses	0
275	5	CacheHits	0
275	5	CacheMisses	1
275	6	CacheHits	0
275	6	CacheMisses	1
275	7	CacheHits	0
275	7	CacheMisses	1
275	8	CacheHits	0
275	8	CacheMisses	1
276	0	CacheHits	0
276	0	CacheMisses	0
276	1	CacheHits	0
276	1	CacheMisses	0
276	2	CacheHits	0
276	2	CacheMisses	1
276	3	CacheHits	0
276	3	CacheMisses	0
276	4	CacheHits	0
276	4	CacheMisses	0
276	5	CacheHits	0
276	5	CacheMisses	1
276	6	CacheHits	0
276	6	CacheMisses	1
276	7	CacheHits	0
276	7	CacheMisses	1
276	8	CacheHits	0
276	8	CacheMisses	1
277	0	CacheHits	0
277	0	CacheMisses	0
277	1	CacheHits	0
277	1	CacheMisses	0
277	2	CacheHits	0
277	2	CacheMisses	1
277	3	CacheHits	0
277	3	CacheMisses	0
277	4	CacheHits	0
277	4	CacheMisses	0
277	5	CacheHits	0
277	5	CacheMisses	1
277	6	CacheHits	0
277	6	CacheMisses	1
277	7	CacheHits	0
277	7	CacheMisses	1
277	8	CacheHits	0
277	8	CacheMisses	1
278	0	CacheHits	0
278	0	CacheMisses	0
278	1	CacheHits	0
278	1	CacheMisses	0
278	2	CacheHits	0
278	2	CacheMisses	1
278	3	CacheHits	0
278	3	CacheMisses	0
278	4	CacheHits	0
278	4	CacheMisses	0
278	5	CacheHits	0
278	5	CacheMisses	1
278	6	CacheHits	0
278	6	CacheMisses	1
278	7	CacheHits	0
278	7	CacheMisses	1
278	8	CacheHits	0
278	8	CacheMisses	1
279	0	CacheHits	0
279	0	CacheMisses	0
279	1	CacheHits	0
279	1	CacheMisses	0
279	2	CacheHits	0
279	2	CacheMisses	1
279	3	CacheHits	0
279	3	CacheMisses	0
279	4	CacheHits	0
279	4	CacheMisses	0
279	5	CacheHits	0
279	5	CacheMisses	1
279	6	CacheHits	0
279	6	CacheMisses	1
279	7	CacheHits	0
279	7	CacheMisses	1
279	8	CacheHits	0
279	8	CacheMisses	1
280	0	CacheHits	0
280	0	CacheMisses	0
280	1	CacheHits	0
280	1	CacheMisses	0
280	2	CacheHits	0
280	2	CacheMisses	1
280	3	CacheHits	0
280	3	CacheMisses	0
280	4	CacheHits	0
280	4	CacheMisses	0
280	5	CacheHits	0
280	5	CacheMisses	1
280	6	CacheHits	0
280	6	CacheMisses	1
280	7	CacheHits	0
280	7	CacheMisses	1
280	8	CacheHits	0
280	8	CacheMisses	1
281	0	CacheHits	0
281	0	CacheMisses	0
281	1	CacheHits	0
